1.992421,1.645635,1.5973341,1.8049812
0.972292,0.29843098,0.3666848,0.7593109
0.49430037,0.036409833,0.42169818,0.46028706
1.8224808,1.525227,1.4447763,1.4209112
0.3180203,0.052071553,0.44585174,0.36343673
1.5027299,1.0296924,1.0689359,1.5736333
1.992421,1.635296,1.5839789,1.8049812
0.972292,0.30120933,0.3666848,0.7593109
0.49430037,0.0222278,0.4171319,0.46028706
1.8224808,1.5158225,1.4329151,1.4209112
0.3180203,0.080375835,0.45561615,0.36343673
1.5027299,1.0164148,1.05201,1.5736333
1.992421,1.6174917,1.5665303,1.8049812
0.972292,0.30120933,0.3666848,0.7593109
0.49430037,0.009344457,0.41208443,0.46028706
1.8224808,1.4992262,1.4153867,1.4209112
0.3180203,0.10891803,0.46077642,0.36343673
1.5027299,0.9947738,1.0347538,1.5736333
1.8452142,1.5850754,1.538508,1.8049812
1.0163774,0.29315954,0.3666848,0.7593109
0.48040485,-0.002900606,0.40388724,0.46028706
1.6279665,1.4685488,1.3855991,1.4209112
0.32519352,0.13213481,0.45963967,0.36343673
1.4402801,0.95675474,1.0109429,1.5736333
1.7267398,1.5316482,1.493634,1.8049812
1.0067654,0.28113568,0.3666848,0.7593109
0.4476321,-0.015230988,0.39048672,0.46028706
1.491783,1.416932,1.3362547,1.4209112
0.30194193,0.14547168,0.45192084,0.36343673
1.3477485,0.8973923,0.97648126,1.5736333
1.5299367,1.4583094,1.4318906,1.8049812
0.9670319,0.28113568,0.3682108,0.7593109
0.39414072,-0.025611497,0.3706637,0.46028706
1.2596029,1.344371,1.2657344,1.4209112
0.27115154,0.14845479,0.43832412,0.36343673
1.1958746,0.821471,0.93419033,1.5736333
1.2287123,1.3785981,1.363001,1.8049812
0.8349347,0.26698726,0.36478037,0.7593109
0.34731874,-0.03017149,0.3445122,0.46028706
0.82190263,1.2630208,1.1825124,1.4209112
0.24780233,0.14378424,0.42054638,0.36343673
1.0126777,0.7471787,0.8945431,1.5736333
1.2316349,1.3139963,1.3046558,1.3027956
0.8396886,0.28445512,0.36816072,0.9090245
0.35092455,-0.025148699,0.31609058,0.3720268
0.87486666,1.1953561,1.1066998,0.98198485
