1.2645376,1.3855724,0.42028275,0.9327591
1.16751,0.6650291,0.108541876,0.37127012
0.7492453,-0.08933327,0.36157513,0.52335155
1.1022288,1.186387,0.18250717,0.563165
0.39075276,-0.2690598,0.28780422,-0.19229603
0.75846547,0.95125276,0.045188684,0.6909301
1.2613943,1.3842611,0.3522293,2.0223567
1.16751,0.6650291,0.115468204,0.8910624
0.71115094,-0.077557765,0.36927187,0.76211476
1.0691018,1.184896,0.087740086,1.9524876
0.37389544,-0.26249316,0.30556875,0.42319888
0.8149676,0.9502501,0.011299211,1.1943914
1.2428757,1.3770149,0.27775887,1.9786254
1.16751,0.6650291,0.11576457,0.8910624
0.6679984,-0.07230337,0.37483624,0.7084072
1.0204614,1.1787246,-0.012094962,1.9097651
0.3477871,-0.26055974,0.3121156,0.42615145
0.84578246,0.94115245,-0.034742523,1.1448344
1.21331,1.3516072,0.20851088,1.9260607
1.16751,0.6650291,0.115867496,0.90332043
0.63010466,-0.07671041,0.37485012,0.6609385
0.9654229,1.1565441,-0.0933749,1.8549904
0.31759405,-0.26353547,0.3102665,0.41410482
0.85171545,0.91011095,-0.09166502,1.1049135
1.1778827,1.2924155,0.1472229,1.8723292
1.16751,0.6650291,0.115867496,0.9059015
0.6015803,-0.09110598,0.3660513,0.6236167
0.9117584,1.1023959,-0.1477362,1.7968373
0.28592867,-0.27245966,0.30129424,0.38869068
0.83889425,0.84187853,-0.15996404,1.0752459
1.1412922,1.1852854,0.08903002,1.821488
1.16751,0.6542291,0.10454026,0.9290444
0.5804831,-0.111394435,0.34742662,0.59515953
0.8631416,1.0003672,-0.18866602,1.7411045
0.25458756,-0.28656283,0.28664577,0.35516346
0.8161103,0.7252978,-0.23665917,1.0492989
1.1087219,1.0222908,0.029870786,1.7764568
1.16751,0.5460894,0.087037414,0.93410563
0.56351113,-0.12974934,0.3209024,0.5735793
0.8226687,0.8393354,-0.23488246,1.69126
0.22719951,-0.30361462,0.26977536,0.32111722
0.79218,0.55858076,-0.31074464,1.0271935
1.084178,0.81047565,-0.01919056,1.737988
1.16751,0.31083235,0.055571735,0.93410563
0.54793525,-0.13827881,0.2911561,0.55663925
0.7931881,0.6192197,-0.28531894,1.6481475
0.20627749,-0.3203687,0.25557616,0.2931586
0.77287024,0.36218196,-0.35817406,1.0095297
1.0694485,0.59507495,-0.038500987,1.7056426
1.16751,-0.00247234,0.017813535,0.93410563
0.53242785,-0.13355635,0.2628579,0.5427023
0.7785653,0.3736298,-0.32301584,1.6113073
0.19247605,-0.33437985,0.24690552,0.27467978
0.7580289,0.19652884,-0.35669908,0.99621886
1.0642139,0.4632492,-0.023758145,1.6778831
1.16751,-0.12051438,-0.025290526,0.93410563
0.51667815,-0.118812524,0.23916687,0.53172237
0.7796377,0.19784597,-0.33374465,1.579541
0.18426588,-0.34444654,0.24230683,0.26510277
0.74608207,0.12340657,-0.31601262,0.98459506
1.0663276,0.43949032,0.00960758,1.6530179
1.16751,-0.108773984,-0.038565952,0.93410563
0.5011761,-0.10135635,0.2185011,0.5251374
0.7899682,0.15342304,-0.32276574,1.5512538
0.178521,-0.35286248,0.2355838,0.2613341
0.7391407,0.12296367,-0.2621897,0.9729395
1.0716288,0.45634717,0.044616025,1.6301128
1.16751,-0.10056621,-0.027835213,0.93410563
0.48744288,-0.087775424,0.1971623,0.52492297
0.7998207,0.16985314,-0.3041698,1.5252321
0.17267376,-0.36375445,0.2186874,0.26006204
0.73926806,0.14027777,-0.21339309,0.96163875
1.069105,0.47698244,0.07663158,1.6099066
1.1640786,-0.10056621,0.001735339,0.93410563
0.4515241,-0.08183344,0.17265943,0.52963084
0.7811461,0.19247515,-0.27992094,1.5017494
0.15333697,-0.3806661,0.18652798,0.259199
0.75459826,0.15877618,-0.17517631,0.9532205
1.0564321,0.49388298,0.10780895,1.5433158
1.1402467,-0.098943606,0.046154693,0.92483044
0.40847558,-0.083147116,0.14750099,0.49975628
0.7439286,0.20661259,-0.24586226,1.4280082
